ID,State,State_Name,Location_Name,Postcode,TourismRegion_Name,DNSW Classification,DNSW Classification + Regional NSW (SA4),SA2_Name,SA3_Name,SA4_Name,LGA_Name,SD_Name,SLA_Name
145,1,New South Wales,Argyle (Goulburn Area) NSW,2580,Capital Country,Regional NSW,Capital Region,Goulburn,Goulburn - Yass,Capital Region,Goulburn Mulwaree (A),South Eastern,Goulburn Mulwaree (A) - Goulburn
146,1,New South Wales,Argyle (E of Armidale) NSW,2350,New England North West,Regional NSW,New England and North West,Armidale Region - North,Armidale,New England and North West,Armidale Dumaresq (A),Northern,Armidale Dumaresq (A) Bal
147,1,New South Wales,Ariah Park NSW,2665,Riverina,Regional NSW,Riverina,Temora,Wagga Wagga,Riverina,Temora (A),Murrumbidgee,Temora (A)
148,1,New South Wales,Arkell NSW,2795,Central NSW,Regional NSW,Central West,Bathurst Region,Bathurst,Central West,Bathurst Regional (A),Central West,Bathurst Regional (A) - Pt B
149,1,New South Wales,Arkstone NSW,2787,Blue Mountains,Regional NSW,Central West,Oberon,Bathurst,Central West,Oberon (A),Central West,Oberon (A)
150,1,New South Wales,Armatree NSW,2827,Central NSW,Regional NSW,Far West and Orana,Gilgandra,Dubbo,Far West and Orana,Gilgandra (A),North Western,Gilgandra (A)
151,1,New South Wales,Armidale East NSW,2350,New England North West,Regional NSW,New England and North West,Armidale,Armidale,New England and North West,Armidale Dumaresq (A),Northern,Armidale Dumaresq (A) - City
152,1,New South Wales,Armidale Gully NSW,2350,New England North West,Regional NSW,New England and North West,Armidale,Armidale,New England and North West,Armidale Dumaresq (A),Northern,Armidale Dumaresq (A) - City
153,1,New South Wales,Armidale North NSW,2350,New England North West,Regional NSW,New England and North West,Armidale,Armidale,New England and North West,Armidale Dumaresq (A),Northern,Armidale Dumaresq (A) - City
154,1,New South Wales,Armidale NSW,2350,New England North West,Regional NSW,New England and North West,Armidale,Armidale,New England and North West,Armidale Dumaresq (A),Northern,Armidale Dumaresq (A) - City
155,1,New South Wales,Armidale South NSW,2350,New England North West,Regional NSW,New England and North West,Armidale,Armidale,New England and North West,Armidale Dumaresq (A),Northern,Armidale Dumaresq (A) - City
156,1,New South Wales,Armidale Uni NSW,2350,New England North West,Regional NSW,New England and North West,Armidale,Armidale,New England and North West,Armidale Dumaresq (A),Northern,Armidale Dumaresq (A) - City
157,1,New South Wales,Armidale West NSW,2350,New England North West,Regional NSW,New England and North West,Armidale,Armidale,New England and North West,Armidale Dumaresq (A),Northern,Armidale Dumaresq (A) - City
158,1,New South Wales,Arncliffe NSW,2205,Sydney,Sydney - Inner South West,Sydney - Inner South West,Arncliffe - Bardwell Valley,Kogarah - Rockdale,Sydney - Inner South West,Rockdale (C),Sydney,Rockdale (C)
159,1,New South Wales,Arncliffe West NSW,2205,Sydney,Sydney - Inner South West,Sydney - Inner South West,Arncliffe - Bardwell Valley,Kogarah - Rockdale,Sydney - Inner South West,Rockdale (C),Sydney,Rockdale (C)
160,1,New South Wales,Arndell Park NSW,2148,Sydney,Sydney - Blacktown,Sydney - Blacktown,Prospect Reservoir,Mount Druitt,Sydney - Blacktown,Blacktown (C),Sydney,Blacktown (C) - South-East
161,1,New South Wales,Arramagong NSW,2810,Central NSW,Regional NSW,Central West,Grenfell,Lachlan Valley,Central West,Weddin (A),Central West,Weddin (A)
162,1,New South Wales,Arramagong West NSW,2810,Central NSW,Regional NSW,Central West,Grenfell,Lachlan Valley,Central West,Weddin (A),Central West,Weddin (A)
163,1,New South Wales,Arrawarra Headland NSW,2456,North Coast NSW,Regional NSW,Coffs Harbour - Grafton,Woolgoolga - Arrawarra,Coffs Harbour,Coffs Harbour - Grafton,Coffs Harbour (C),Mid-North Coast,Coffs Harbour (C) - Pt B
164,1,New South Wales,Arrawarra NSW,2456,North Coast NSW,Regional NSW,Coffs Harbour - Grafton,Woolgoolga - Arrawarra,Coffs Harbour,Coffs Harbour - Grafton,Coffs Harbour (C),Mid-North Coast,Coffs Harbour (C) - Pt B
165,1,New South Wales,Arrawatta NSW,2360,New England North West,Regional NSW,New England and North West,Inverell Region - East,Inverell - Tenterfield,New England and North West,Inverell (A),Northern,Inverell (A) - Pt B
166,1,New South Wales,Arrowfield NSW,2328,Hunter,Hunter,Hunter,Muswellbrook Region,Upper Hunter,Hunter Valley exc Newcastle,Muswellbrook (A),Hunter,Muswellbrook (A)
167,1,New South Wales,Artarmon NSW,2064,Sydney,Sydney - North Sydney and Hornsby,Sydney - North Sydney and Hornsby,Chatswood (East) - Artarmon,Chatswood - Lane Cove,Sydney - North Sydney and Hornsby,Willoughby (C),Sydney,Willoughby (C)
168,1,New South Wales,Arthurville NSW,2820,Central NSW,Regional NSW,Far West and Orana,Wellington,Dubbo,Far West and Orana,Wellington (A),North Western,Wellington (A)
169,1,New South Wales,Arumpo NSW,2648,The Murray,Regional NSW,Murray,Wentworth-Balranald Region,Lower Murray,Murray,Wentworth (A),Murray,Wentworth (A)
170,1,New South Wales,Ascot Vale (Broken Hill Area) NSW,2880,Outback NSW,Regional NSW,Far West and Orana,Far West,Broken Hill and Far West,Far West and Orana,Unincorporated NSW,Far West,Unincorp. Far West
171,1,New South Wales,Ash Island NSW,2322,Hunter,Hunter,Hunter,Beresfield - Hexham,Newcastle,Newcastle and Lake Macquarie,Newcastle (C),Hunter,Newcastle (C) - Outer West
172,1,New South Wales,Ashbridge NSW,2652,Riverina,Regional NSW,Riverina,Wagga Wagga Region,Wagga Wagga,Riverina,Coolamon (A),Murrumbidgee,Coolamon (A)
173,1,New South Wales,Ashbury NSW,2193,Sydney,Sydney - Inner West,Sydney - Inner West,Canterbury (North) - Ashbury,Strathfield - Burwood - Ashfield,Sydney - Inner West,Canterbury (C),Sydney,Canterbury (C)
174,1,New South Wales,Ashby Heights NSW,2469,Northern Rivers Tropical NSW,Regional NSW,Coffs Harbour - Grafton,Grafton Region,Clarence Valley,Coffs Harbour - Grafton,Clarence Valley (A),Mid-North Coast,Clarence Valley (A) - Coast
175,1,New South Wales,Ashby Island NSW,2469,Northern Rivers Tropical NSW,Regional NSW,Coffs Harbour - Grafton,Grafton Region,Clarence Valley,Coffs Harbour - Grafton,Clarence Valley (A),Mid-North Coast,Clarence Valley (A) - Coast
176,1,New South Wales,Ashby NSW,2469,Northern Rivers Tropical NSW,Regional NSW,Coffs Harbour - Grafton,Grafton Region,Clarence Valley,Coffs Harbour - Grafton,Clarence Valley (A),Mid-North Coast,Clarence Valley (A) - Coast
177,1,New South Wales,Ashcroft NSW,2168,Sydney,Sydney - South West,Sydney - South West,Ashcroft - Busby - Miller,Bringelly - Green Valley,Sydney - South West,Liverpool (C),Sydney,Liverpool (C) - East
178,1,New South Wales,Ashfield North NSW,2131,Sydney,Sydney - Inner West,Sydney - Inner West,Ashfield,Strathfield - Burwood - Ashfield,Sydney - Inner West,Ashfield (A),Sydney,Ashfield (A)
179,1,New South Wales,Ashfield NSW,2131,Sydney,Sydney - Inner West,Sydney - Inner West,Ashfield,Strathfield - Burwood - Ashfield,Sydney - Inner West,Ashfield (A),Sydney,Ashfield (A)
180,1,New South Wales,Ashfield South NSW,2131,Sydney,Sydney - Inner West,Sydney - Inner West,Ashfield,Strathfield - Burwood - Ashfield,Sydney - Inner West,Ashfield (A),Sydney,Ashfield (A)
181,1,New South Wales,Ashford NSW,2361,New England North West,Regional NSW,New England and North West,Inverell Region - East,Inverell - Tenterfield,New England and North West,Inverell (A),Northern,Inverell (A) - Pt A
182,1,New South Wales,Ashley NSW,2400,New England North West,Regional NSW,New England and North West,Moree Region,Moree - Narrabri,New England and North West,Moree Plains (A),Northern,Moree Plains (A)
183,1,New South Wales,Ashmont NSW,2650,Riverina,Regional NSW,Riverina,Wagga Wagga - West,Wagga Wagga,Riverina,Wagga Wagga (C),Murrumbidgee,Wagga Wagga (C) - Pt A
184,1,New South Wales,Ashtonfield NSW,2322,Hunter,Hunter,Hunter,Maitland - East,Maitland,Hunter Valley exc Newcastle,Maitland (C),Hunter,Maitland (C)
185,1,New South Wales,Ashville NSW,2594,Capital Country,Regional NSW,Capital Region,Young,Goulburn - Yass,Capital Region,Young (A),South Eastern,Young (A)
186,1,New South Wales,Aslings Beach NSW,2551,South Coast,Regional NSW,Capital Region,Eden,South Coast,Capital Region,Bega Valley (A),South Eastern,Bega Valley (A)
187,1,New South Wales,Asquith NSW,2077,Sydney,Sydney - North Sydney and Hornsby,Sydney - North Sydney and Hornsby,Asquith - Mount Colah,Hornsby,Sydney - North Sydney and Hornsby,Hornsby (A),Sydney,Hornsby (A) - North
188,1,New South Wales,Aston Creek NSW,2632,Snowy Mountains,Regional NSW,Capital Region,Bombala,Snowy Mountains,Capital Region,Bombala (A),South Eastern,Bombala (A)
189,1,New South Wales,Athol NSW,2799,Central NSW,Regional NSW,Central West,Blayney,Orange,Central West,Blayney (A),Central West,Blayney (A)
190,1,New South Wales,Atholstane NSW,2672,Central NSW,Regional NSW,Central West,Condobolin,Lachlan Valley,Central West,Lachlan (A),Central West,Lachlan (A)
191,1,New South Wales,Atholwood NSW,2361,New England North West,Regional NSW,New England and North West,Inverell Region - East,Inverell - Tenterfield,New England and North West,Inverell (A),Northern,Inverell (A) - Pt A
192,1,New South Wales,Attunga NSW,2340,New England North West,Regional NSW,New England and North West,Tamworth Region,Tamworth - Gunnedah,New England and North West,Tamworth Regional (A),Northern,Tamworth Regional (A) - Pt A
193,1,New South Wales,Auburn North NSW,2141,Sydney,Sydney - Parramatta,Sydney - Parramatta,Lidcombe - Regents Park,Auburn,Sydney - Parramatta,Auburn (C),Sydney,Auburn (C)
194,1,New South Wales,Auburn NSW,2144,Sydney,Sydney - Parramatta,Sydney - Parramatta,Auburn,Auburn,Sydney - Parramatta,Auburn (C),Sydney,Auburn (C)
195,1,New South Wales,Auburn South NSW,2141,Sydney,Sydney - Parramatta,Sydney - Parramatta,Lidcombe - Regents Park,Auburn,Sydney - Parramatta,Auburn (C),Sydney,Auburn (C)
196,1,New South Wales,Auburn Vale NSW,2360,New England North West,Regional NSW,New England and North West,Inverell Region - West,Inverell - Tenterfield,New England and North West,Inverell (A),Northern,Inverell (A) - Pt A
197,1,New South Wales,Auburn West NSW,2144,Sydney,Sydney - Parramatta,Sydney - Parramatta,Auburn,Auburn,Sydney - Parramatta,Auburn (C),Sydney,Auburn (C)
198,1,New South Wales,Aubyn Vale NSW,2586,Capital Country,Regional NSW,Capital Region,Young Region,Goulburn - Yass,Capital Region,Boorowa (A),South Eastern,Boorowa (A)
199,1,New South Wales,Audley NSW,2229,Sydney,Sydney - Sutherland,Sydney - Sutherland,Caringbah - Lilli Pilli,Cronulla - Miranda - Caringbah,Sydney - Sutherland,Sutherland Shire (A),Sydney,Sutherland Shire (A) - East
200,1,New South Wales,Aurville NSW,2587,Capital Country,Regional NSW,Capital Region,Young Region,Goulburn - Yass,Capital Region,Harden (A),South Eastern,Harden (A)
201,1,New South Wales,Austinmer North NSW,2515,South Coast,Regional NSW,Illawarra,Thirroul - Austinmer - Coalcliff,Wollongong,Illawarra,Wollongong (C),Illawarra,Wollongong (C) - Inner
202,1,New South Wales,Austinmer NSW,2515,South Coast,Regional NSW,Illawarra,Thirroul - Austinmer - Coalcliff,Wollongong,Illawarra,Wollongong (C),Illawarra,Wollongong (C) - Inner
203,1,New South Wales,Austral Eden NSW,2440,North Coast NSW,Regional NSW,Mid North Coast,Kempsey Region,Kempsey - Nambucca,Mid North Coast,Kempsey (A),Mid-North Coast,Kempsey (A)
204,1,New South Wales,Austral NSW,2179,Sydney,Sydney - South West,Sydney - South West,Badgerys Creek - Greendale,Bringelly - Green Valley,Sydney - South West,Liverpool (C),Sydney,Liverpool (C) - West
205,1,New South Wales,Austral Park NSW,2557,Sydney,Sydney - South West,Sydney - South West,Cobbitty - Leppington,Bringelly - Green Valley,Sydney - South West,Camden (A),Sydney,Camden (A)
206,1,New South Wales,Avalon (North Coast) NSW,2429,North Coast NSW,Regional NSW,Mid North Coast,Taree Region,Taree - Gloucester,Mid North Coast,Greater Taree (C),Mid-North Coast,Greater Taree (C)
207,1,New South Wales,Avalon (Sydney) NSW,2107,Sydney,Sydney - Northern Beaches,Sydney - Northern Beaches,Avalon - Palm Beach,Pittwater,Sydney - Northern Beaches,Pittwater (A),Sydney,Pittwater (A)
208,1,New South Wales,Avalon Beach NSW,2107,Sydney,Sydney - Northern Beaches,Sydney - Northern Beaches,Avalon - Palm Beach,Pittwater,Sydney - Northern Beaches,Pittwater (A),Sydney,Pittwater (A)
209,1,New South Wales,Avalon Heights NSW,2107,Sydney,Sydney - Northern Beaches,Sydney - Northern Beaches,Avalon - Palm Beach,Pittwater,Sydney - Northern Beaches,Pittwater (A),Sydney,Pittwater (A)
210,1,New South Wales,Avalon North NSW,2107,Sydney,Sydney - Northern Beaches,Sydney - Northern Beaches,Avalon - Palm Beach,Pittwater,Sydney - Northern Beaches,Pittwater (A),Sydney,Pittwater (A)
211,1,New South Wales,Avalon Plateau NSW,2104,Sydney,Sydney - Northern Beaches,Sydney - Northern Beaches,Bayview - Elanora Heights,Pittwater,Sydney - Northern Beaches,Pittwater (A),Sydney,Pittwater (A)
212,1,New South Wales,Avisford NSW,2850,Central NSW,Regional NSW,Central West,Mudgee Region - West,Lithgow - Mudgee,Central West,Mid-Western Regional (A),North Western,Mid-Western Regional (A) - Pt A
213,1,New South Wales,Avoca (Southern Highlands) NSW,2577,Capital Country,Regional NSW,Southern Highlands and Shoalhaven,Robertson - Fitzroy Falls,Southern Highlands,Southern Highlands and Shoalhaven,Wingecarribee (A),Illawarra,Wingecarribee (A)
214,1,New South Wales,Avoca Beach (Central Coast) NSW,2251,Central Coast,Central Coast,Central Coast,Avoca Beach - Copacabana,Gosford,Central Coast,Gosford (C),Sydney,Gosford (C) - East
215,1,New South Wales,Avoca Homestead (Central West NSW) NSW,2828,Central NSW,Regional NSW,Far West and Orana,Coonamble,Bourke - Cobar - Coonamble,Far West and Orana,Coonamble (A),North Western,Coonamble (A)
216,1,New South Wales,Avoca (Far SW NSW) NSW,2648,The Murray,Regional NSW,Murray,Wentworth-Balranald Region,Lower Murray,Murray,Wentworth (A),Murray,Wentworth (A)
217,1,New South Wales,Avoca Beach NSW,2251,Central Coast,Central Coast,Central Coast,Avoca Beach - Copacabana,Gosford,Central Coast,Gosford (C),Sydney,Gosford (C) - East
218,1,New South Wales,Avon Dam NSW,2576,South Coast,Regional NSW,Illawarra,Illawarra Catchment Reserve,Illawarra Catchment Reserve,Illawarra,Wingecarribee (A),Illawarra,Wingecarribee (A)
219,1,New South Wales,Avon Dam Upper NSW,2576,South Coast,Regional NSW,Illawarra,Illawarra Catchment Reserve,Illawarra Catchment Reserve,Illawarra,Wingecarribee (A),Illawarra,Wingecarribee (A)
220,1,New South Wales,Avon NSW,2576,South Coast,Regional NSW,Illawarra,Illawarra Catchment Reserve,Illawarra Catchment Reserve,Illawarra,Wingecarribee (A),Illawarra,Wingecarribee (A)
221,1,New South Wales,Avondale (Lake Macquarie) NSW,2265,Hunter,Hunter,Hunter,Morisset - Cooranbong,Lake Macquarie - West,Newcastle and Lake Macquarie,Lake Macquarie (C),Hunter,Lake Macquarie (C) - West
222,1,New South Wales,Avondale (Illawarra) NSW,2530,South Coast,Regional NSW,Illawarra,Dapto - Avondale,Dapto - Port Kembla,Illawarra,Wollongong (C),Illawarra,Wollongong (C) Bal
223,1,New South Wales,Avondale (NE of Armidale) NSW,2350,New England North West,Regional NSW,New England and North West,Armidale Region - North,Armidale,New England and North West,Armidale Dumaresq (A),Northern,Armidale Dumaresq (A) Bal
224,1,New South Wales,Avondale Station NSW,2840,Outback NSW,Regional NSW,Far West and Orana,Bourke - Brewarrina,Bourke - Cobar - Coonamble,Far West and Orana,Bourke (A),North Western,Bourke (A)
225,1,New South Wales,Avonel NSW,2880,Outback NSW,Regional NSW,Far West and Orana,Far West,Broken Hill and Far West,Far West and Orana,Unincorporated NSW,Far West,Unincorp. Far West
226,1,New South Wales,Avonside NSW,2628,Snowy Mountains,Regional NSW,Capital Region,Jindabyne - Berridale,Snowy Mountains,Capital Region,Snowy River (A),South Eastern,Snowy River (A)
227,1,New South Wales,Awaba NSW,2283,Hunter,Hunter,Hunter,Toronto - Awaba,Lake Macquarie - West,Newcastle and Lake Macquarie,Lake Macquarie (C),Hunter,Lake Macquarie (C) - West
228,1,New South Wales,Aylmerton NSW,2575,Capital Country,Regional NSW,Southern Highlands and Shoalhaven,Mittagong,Southern Highlands,Southern Highlands and Shoalhaven,Wingecarribee (A),Illawarra,Wingecarribee (A)
229,1,New South Wales,Baan Baa NSW,2390,New England North West,Regional NSW,New England and North West,Narrabri Region,Moree - Narrabri,New England and North West,Narrabri (A),Northern,Narrabri (A)
230,1,New South Wales,Babinda NSW,2831,Outback NSW,Regional NSW,Far West and Orana,Nyngan - Warren,Bourke - Cobar - Coonamble,Far West and Orana,Bogan (A),North Western,Bogan (A)
231,1,New South Wales,Babyl Creek NSW,2470,Northern Rivers Tropical NSW,Regional NSW,Richmond - Tweed,Kyogle,Richmond Valley - Hinterland,Richmond - Tweed,Kyogle (A),Richmond-Tweed,Kyogle (A)
232,1,New South Wales,Back Creek (Bingara) NSW,2404,New England North West,Regional NSW,New England and North West,Inverell Region - West,Inverell - Tenterfield,New England and North West,Gwydir (A),Northern,Gwydir (A)
233,1,New South Wales,Back Creek (Near Braidwood) NSW,2622,Capital Country,Regional NSW,Capital Region,Braidwood,Queanbeyan,Capital Region,Palerang (A),South Eastern,Palerang (A) - Pt B
234,1,New South Wales,Back Creek (Central West NSW) NSW,2671,Central NSW,Regional NSW,Central West,West Wyalong,Lachlan Valley,Central West,Bland (A),Central West,Bland (A)
235,1,New South Wales,Back Creek (Gloucester) NSW,2422,Hunter,Hunter,Hunter,Gloucester,Taree - Gloucester,Mid North Coast,Gloucester (A),Hunter,Gloucester (A)
236,1,New South Wales,Back Creek (New England NW) NSW,2372,New England North West,Regional NSW,New England and North West,Tenterfield,Inverell - Tenterfield,New England and North West,Tenterfield (A),Northern,Tenterfield (A)
237,1,New South Wales,Back Creek (Northern Rivers Trop) NSW,2474,Northern Rivers Tropical NSW,Regional NSW,Richmond - Tweed,Kyogle,Richmond Valley - Hinterland,Richmond - Tweed,Kyogle (A),Richmond-Tweed,Kyogle (A)
238,1,New South Wales,Back Creek (Snowy Mountains) NSW,2720,Snowy Mountains,Regional NSW,Riverina,Tumut Region,Tumut - Tumbarumba,Riverina,Tumut Shire (A),Murrumbidgee,Tumut Shire (A)
239,1,New South Wales,Back Creek (South Coast) NSW,2551,South Coast,Regional NSW,Capital Region,Bega-Eden Hinterland,South Coast,Capital Region,Bega Valley (A),South Eastern,Bega Valley (A)
240,1,New South Wales,Back Creek (Tweed) NSW,2488,Northern Rivers Tropical NSW,Regional NSW,Richmond - Tweed,Pottsville,Tweed Valley,Richmond - Tweed,Tweed (A),Richmond-Tweed,Tweed (A) - Tweed Coast
241,1,New South Wales,Back Forest NSW,2535,South Coast,Regional NSW,Southern Highlands and Shoalhaven,Berry - Kangaroo Valley,Shoalhaven,Southern Highlands and Shoalhaven,Shoalhaven (C),Illawarra,Shoalhaven (C) - Pt B
242,1,New South Wales,Back Merrigal NSW,2824,Central NSW,Regional NSW,Far West and Orana,Gilgandra,Dubbo,Far West and Orana,Warren (A),North Western,Warren (A)
